text,Label
You must be the dumbest masterb8 alive.,0
Don’t act like a wanker it’s embarrassing.,0
Good going genius! You’re a real pedophilia.,0
Shut up felch!,0
Get lost gaysex. Nobody cares.,2
A hom teacher.,0
frigg! That’s exactly what you are.,0
Get out of my sight chinc.,0
Go crawl back under your rock fat.,0
A tosser men.,0
A bitchy man.,0
motherfucking! That’s what you’ll always be—a motherfucking.,0
Wow that’s something only a dlck would say.,0
Why don’t you go whores yourself?,1
A wetback women.,2
Get lost dyke. Nobody cares.,0
A Fuken women.,0
Go crawl back under your rock hm.,0
Only a fistfuckers  would say that.,0
A perversion men.,0
A clusterfuck brother.,0
A lusty mentor.,2
A asholes spouse.,0
Don’t act like a nipple it’s embarrassing.,2
A freex coworker.,0
Nobody likes you pisser.,0
Well done kwif. You’ve outdone yourself!,1
If only you weren’t such a dick.,2
A pollock employee.,0
Only a idit and an idiot would say that.,0
fucknugget! That’s what you’ll always be—a fucknugget.,0
A scum acquaintance.,0
Nice job uzi. You ruined it for everyone.,0
A kanker* mom.,0
Get lost c--c-k. Nobody cares.,0
You must be the dumbest banger alive.,0
A pussy palace relative.,2
cunt why do you even exist?,2
You are such a spic!,1
A faggit partner.,0
A dick* ladies.,2
A tits customer.,1
Nice job prude. You ruined it for everyone.,0
A screw employee.,0
You are such a @ss!,0
Good going genius! You’re a real bra.,1
A raped mentor.,2
A fartknocker men.,0
Get out of my sight menses.,2
A whorehopper employee.,1
A fellate women.,1
You are such a freex!,0
A coons brother.,0
A orgasum mentor.,0
You are such a tit!,1
Get lost Mother Fukker. Nobody cares.,0
A masterbate classmate.,0
A shithouse men.,0
A lezbian coworker.,0
A corksucker lady.,0
A tramp customer.,0
A wetback women.,2
A @$$ brother.,0
A nooky classmate.,0
A phuck ladies.,0
A testee woman.,0
Only a asswhole would say that.,2
Stop messaging me you annoying spooge!,0
You must be the dumbest hussy alive.,1
Nobody likes you asswipes.,0
Only a whorehouse would say that.,1
Only a fuck hole would say that.,2
You peyote leave me alone!,0
You asswipes leave me alone!,0
A commie competitor.,0
boink why do you even exist?,0
You must be the dumbest assrammer alive.,0
A lezbos lady.,0
You must be the dumbest jizm alive.,0
Go crawl back under your rock junkie.,0
A loins dad.,0
A douchey friend.,0
People like you make the world worse you bullshits.,0
A penis partner.,2
A orafis partner.,0
A analprobe customer.,2
A niggers women.,0
A boob mentor.,2
Shut up dinks!,0
People like you make the world worse you cahone.,0
A tinkle neighbor.,0
A felcher partner.,0
Only a dng would say that.,0
You are such a scantily!,1
A prude sister.,0
You must be the dumbest boned alive.,0
A potty mentor.,0
A Fukah employee.,0
A kraut lady.,0
Nice job cumdump. You ruined it for everyone.,2
A sucked neighbor.,0
Get lost god. Nobody cares.,0
If only you weren’t such a menstruation.,1
A fubar ladies.,0
You are such a retard!,0
A shitter dad.,0
A bootee teacher.,0
You’re such a gfy and a gfy.,0
A pakie lady.,0
bimbo you are the worst person ever!,1
A tush sister.,2
Shut up chota bags!,0
You are such a panty!,1
Shut up perversion!,0
Only a scrog and an idiot would say that.,0
You are such a godamnit!,0
A pantie stranger.,1
A scum ladies.,0
You anal leakage leave me alone!,2
A hebe brother.,0
A gtfo ladies.,0
A fuck trophy neighbor.,0
Good going genius! You’re a real ma5terb8.,0
A blowjob dad.,2
kums! That’s what you’ll always be—a kums.,0
A napalm lady.,0
A suck coworker.,0
A puss teacher.,2
A Kurac woman.,0
A queaf men.,0
A Phukker coworker.,0
A shipal mentor.,0
Only a nigg3r would say that.,0
A anus man.,2
A dago friend.,0
A masturbating mentor.,2
A rimjaw dad.,0
A 4r5e partner.,0
You’re such a sleazy and a sleazy.,0
Stop messaging me you annoying fucker!,0
A doggiestyle classmate.,0
A dickwhipper women.,2
Only a sb and an idiot would say that.,0
A Blow Job man.,2
A glans spouse.,1
A vajina stranger.,0
penetration! That’s exactly what you are.,2
A mother-fucker friend.,0
Shut up sissy!,0
Well done beaner. You’ve outdone yourself!,0
A tittyfucker women.,1
You are such a godamnit!,0
A sniper boss.,0
chinc! That’s what you’ll always be—a chinc.,0
A master-bate friend.,0
A dog-fucker customer.,0
A cumshot competitor.,2
A prn teacher.,0
A buttfuck employee.,2
A hotsex women.,1
A fudgepacker competitor.,0
pedo! That’s what you’ll always be—a pedo.,1
A fuck mentor.,0
Good going genius! You’re a real boner.,0
uzi why do you even exist?,0
A shithole acquaintance.,0
Get lost coon. Nobody cares.,0
Only a gai would say that.,0
A arschloch partner.,0
A w t f brother.,0
corp whore you are the worst person ever!,1
fux why do you even exist?,0
A bullshitted woman.,0
If only you weren’t such a molest.,0
Well done rectus. You’ve outdone yourself!,2
Why don’t you go kuksuger yourself?,0
You are such a hussy!,1
Nobody likes you doofus.,0
If only you weren’t such a beatch.,0
A niigr boss.,0
You must be the dumbest gays alive.,0
A enlargement sister.,1
Only a shitz would say that.,0
Well done beer. You’ve outdone yourself!,0
If only you weren’t such a dickdipper.,0
You must be the dumbest btch alive.,1
Well done masterb8. You’ve outdone yourself!,0
A anal neighbor.,2
Why don’t you go s.o.b. yourself?,0
Go crawl back under your rock kootch.,0
Stop messaging me you annoying dick!,2
fucks why do you even exist?,0
Shut up dng!,0
Nobody likes you gaygirl.,0
A reefer employee.,0
A fistfuckings  mom.,2
A bosom dad.,1
A p.u.s.s.y. coworker.,0
I hope you fall flat on your face you titwank.,2
Get out of my sight clitty.,0
A fuck trophy teacher.,2
sucked you are the worst person ever!,0
A pedo dad.,0
fannybandit! That’s what you’ll always be—a fannybandit.,1
Stop messaging me you annoying pillowbiter!,0
A chota bags dad.,0
A raunch dad.,0
thrust! That’s what you’ll always be—a thrust.,0
A teat neighbor.,0
A nads dad.,0
A sh!+ woman.,0
Don’t act like a niggle it’s embarrassing.,0
You are such a Slutty!,2
A heshe woman.,0
Shut up sex!,2
A *damn women.,0
You are such a xrated!,1
Good going genius! You’re a real slutdumper.,2
A dyke classmate.,0
Shut up mother-fucker!,2
Wow that’s something only a seduce would say.,1
Don’t act like a mf it’s embarrassing.,1
A testicle* woman.,2
A phuq women.,0
Shut up vittu!,0
A floozy mom.,1
A ar5e boss.,0
A God-damned neighbor.,0
A kyrpa* man.,0
A whre dad.,0
Nice job motherfucks. You ruined it for everyone.,0
muff! That’s exactly what you are.,0
A tit relative.,0
A goldenshower classmate.,0
Only a Blow Job and an idiot would say that.,2
A dominatricks brother.,0
Go crawl back under your rock dilds.,2
People like you make the world worse you Shyt.,0
A assfukka spouse.,0
Go crawl back under your rock assfuck.,2
A woody coworker.,0
You’re such a masstrbait and a masstrbait.,0
mothafuck! That’s exactly what you are.,2
A godamnit coworker.,0
A weenie men.,0
A hooter man.,0
Stop messaging me you annoying sodom!,0
Wow that’s something only a beeyotch would say.,0
You are such a s.o.b.!,0
A fanculo competitor.,0
booze why do you even exist?,0
A fistfucked  neighbor.,0
A viagra neighbor.,0
A pussypounder employee.,0
A hump ladies.,1
A prig teacher.,0
Well done rectum. You’ve outdone yourself!,2
A homey classmate.,0
cum guzzler! That’s what you’ll always be—a cum guzzler.,2
A sadist lady.,1
A slutdumper brother.,0
A tinkle customer.,0
Nice job womb. You ruined it for everyone.,0
If only you weren’t such a cuntlicker.,2
A oral mom.,2
A pms dad.,0
A hitler spouse.,0
Why don’t you go azazel yourself?,0
A jizzed lady.,2
A snuff classmate.,0
Shut up hoor!,0
A phukking friend.,0
A fook dad.,0
A Motha Fukker mom.,0
Get out of my sight motherfucked.,0
A phuking relative.,0
Stop messaging me you annoying sodom!,0
A dik dad.,0
Don’t act like a shitings it’s embarrassing.,0
A queers competitor.,0
Why don’t you go dike* yourself?,0
A nigga dad.,0
bastardz why do you even exist?,0
You are such a shiteater!,2
A vajna partner.,0
Nice job meth. You ruined it for everyone.,0
Nobody likes you c.o.c.k..,0
A soused woman.,0
Nice job mutherfucking. You ruined it for everyone.,0
Get lost teste. Nobody cares.,0
freex why do you even exist?,0
A kikes dad.,0
Well done hm. You’ve outdone yourself!,0
A lezbo brother.,0
A raper teacher.,0
A seamen lady.,0
A bung competitor.,0
Go crawl back under your rock rumprammer.,0
A orgasim  teacher.,0
A hitler coworker.,0
A fuckass stranger.,0
Don’t act like a fagit it’s embarrassing.,0
People like you make the world worse you cunilingus.,1
weewee you are the worst person ever!,0
spunk why do you even exist?,2
A damned neighbor.,0
Only a vgra and an idiot would say that.,0
A pubic competitor.,2
Don’t act like a potty it’s embarrassing.,0
A retarded acquaintance.,0
You must be the dumbest cunnilingus alive.,2
I hope you fall flat on your face you asshat.,0
A bullshit stranger.,0
If only you weren’t such a pastie.,1
A skag dad.,0
You are such a faen!,0
Wow that’s something only a unwed would say.,2
Shut up fuckwit!,0
Good going genius! You’re a real fuck yo mama.,0
A trashy men.,0
Get out of my sight pillowbiter.,0
A pissin  child.,0
A pornography dad.,0
A kikes child.,0
A slut bucket classmate.,2
People like you make the world worse you bullturds.,0
A molest sister.,0
A cuntlicking  teacher.,2
A m-fucking lady.,1
You are such a hootch!,1
Shut up bowels!,2
If only you weren’t such a hump.,0
A ganja child.,0
A nad classmate.,0
orally! That’s what you’ll always be—a orally.,2
You’re such a pussypounder and a pussypounder.,1
A mthrfucking child.,0
A lmfao sister.,0
A pula men.,0
choade! That’s what you’ll always be—a choade.,0
A picka classmate.,0
Why don’t you go sb yourself?,2
A mibun men.,0
A azzhole classmate.,2
Why don’t you go qweir yourself?,0
If only you weren’t such a j3rkff.,0
A shiz friend.,0
Get lost wanker. Nobody cares.,0
A scag classmate.,0
Get out of my sight dldo.,0
A butt fuck lady.,2
A shitter relative.,0
A ballsack spouse.,0
sausage queen! That’s what you’ll always be—a sausage queen.,1
A lmao employee.,0
Stop messaging me you annoying whored!,0
Only a kyke and an idiot would say that.,0
A sexual boss.,2
A fuk* teacher.,0
A paki employee.,0
A blow job sister.,2
Don’t act like a f-u-c-k it’s embarrassing.,0
A cipa sister.,0
A bust a load spouse.,0
fucknut! That’s exactly what you are.,0
A whoreface friend.,2
You must be the dumbest crap alive.,0
Nice job Mutha Fukkah. You ruined it for everyone.,1
A wigger brother.,0
A goldenshower man.,0
Only a wigger would say that.,0
Nobody likes you hoer*.,0
Only a c.u.n.t and an idiot would say that.,0
Go crawl back under your rock niggers.,0
You’re such a coons and a coons.,0
You must be the dumbest lezbo alive.,0
Fotze you are the worst person ever!,0
Good going genius! You’re a real cumshots.,2
Why don’t you go bastards yourself?,1
A @ss ladies.,1
Why don’t you go fucknugget yourself?,0
A fuk men.,0
Wow that’s something only a fannyflaps would say.,2
A fisty mom.,0
A lmao competitor.,0
Good going genius! You’re a real Motha Fukker.,0
assbanged why do you even exist?,0
A panties neighbor.,1
Good going genius! You’re a real sperm.,0
Shut up c..c.k!,0
A shitted friend.,0
A nads classmate.,0
I hope you fall flat on your face you erotic.,2
A paki employee.,0
Don’t act like a crabs it’s embarrassing.,0
Well done moolie. You’ve outdone yourself!,1
A gassy ass woman.,1
Nobody likes you penisfucker.,2
shitface! That’s exactly what you are.,0
A Poonani stranger.,0
Get lost bitches. Nobody cares.,1
A lusting men.,0
A fuck trophy acquaintance.,0
A pubic mentor.,2
You are such a s.o.b!,0
You fuckwad leave me alone!,0
A stiffy man.,0
You’re such a queer and a queer.,0
godamnit you are the worst person ever!,0
A stupid spouse.,0
A sex mom.,2
Only a butt fuck would say that.,2
Don’t act like a bestial it’s embarrassing.,2
If only you weren’t such a bullshit.,0
spunk you are the worst person ever!,2
A coksucka dad.,0
You whores leave me alone!,2
A pussypounder classmate.,0
A mothafuckaz partner.,1
A assbang coworker.,2
Go crawl back under your rock fudgepacker.,0
A pussies dad.,2
A Huevon employee.,0
I hope you fall flat on your face you tits.,2
You’re such a sluts and a sluts.,1
A chink lady.,0
booby! That’s what you’ll always be—a booby.,2
A vajina acquaintance.,0
Nice job fucka. You ruined it for everyone.,0
Only a dick would say that.,2
A pedo lady.,2
Get lost lezzy. Nobody cares.,0
A fagg child.,0
A lmfao stranger.,0
A arian women.,0
A bong ladies.,0
A lesbos men.,0
Only a nappy would say that.,0
A screwing classmate.,2
faggot you are the worst person ever!,0
A whorehopper customer.,1
A dng boss.,0
A fannybandit child.,0
Go crawl back under your rock wench.,1
A retard acquaintance.,0
You banger leave me alone!,0
A jerked classmate.,0
Good going genius! You’re a real hemp.,0
Why don’t you go ma5terb8 yourself?,0
Shut up chincs!,0
Fudge Packer! That’s exactly what you are.,0
A breast coworker.,1
A titties mentor.,1
You’re such a lez and a lez.,0
Get out of my sight shithead.,0
assbangs why do you even exist?,0
Don’t act like a Lezzian it’s embarrassing.,0
A paska* brother.,0
A gfy friend.,0
A masochist neighbor.,0
shagging! That’s what you’ll always be—a shagging.,1
A bitchy child.,0
A sh!t* mom.,0
A tawdry women.,1
A maxi stranger.,0
Why don’t you go homey yourself?,0
You goddammit leave me alone!,0
Get lost prk. Nobody cares.,0
Shut up duche!,0
Only a wazoo would say that.,0
Get out of my sight organ.,0
You must be the dumbest mothafuckin alive.,0
A panty friend.,1
Wow that’s something only a nappy would say.,0
A sexy brother.,1
A fuckin acquaintance.,0
Don’t act like a penus it’s embarrassing.,2
A hussy child.,0
Get out of my sight hump.,2
A orgasms  partner.,2
People like you make the world worse you l3itch.,0
You dike* leave me alone!,0
A twats teacher.,2
A gringo lady.,0
A shitt teacher.,0
A bloody lady.,1
You are such a quim!,0
A bong competitor.,0
A God-damned mom.,0
Go crawl back under your rock shitted.,0
Go crawl back under your rock kurwa.,0
A pee classmate.,0
Wow that’s something only a cameltoe would say.,2
teez! That’s what you’ll always be—a teez.,0
A penetrate brother.,0
You must be the dumbest moolie alive.,0
A klootzak acquaintance.,0
A bullshit customer.,0
You’re such a undies and a undies.,1
hm! That’s what you’ll always be—a hm.,0
You are such a schizo!,0
A ghey boss.,0
A dagos competitor.,0
Don’t act like a jerk it’s embarrassing.,0
Nobody likes you fondle.,1
Good going genius! You’re a real lezbo.,0
A tit men.,1
A cocksucks  mentor.,0
A sexy women.,1
A homoey child.,0
Why don’t you go fuckass yourself?,1
If only you weren’t such a numbnuts.,0
Only a splooge would say that.,0
You shiting leave me alone!,0
Good going genius! You’re a real vajna.,0
A jiss brother.,0
A klan ladies.,0
Nice job beeyotch. You ruined it for everyone.,0
A whoralicious child.,0
Get out of my sight mofo.,0
Nice job bitch. You ruined it for everyone.,1
Why don’t you go crappy yourself?,1
Shut up muffdiver!,0
Go crawl back under your rock s.h.i.t..,0
I hope you fall flat on your face you whitey.,0
Get out of my sight breast.,2
A fag* classmate.,0
A douchey neighbor.,0
A ejaculate customer.,2
Go crawl back under your rock beastial.,0
A f.ck lady.,0
schmuck why do you even exist?,0
A shitted boss.,0
You must be the dumbest dickhead alive.,2
Wow that’s something only a fuckwad would say.,0
Get out of my sight tittyfuck.,2
If only you weren’t such a hooters.,1
A cntz relative.,0
A coon dad.,0
A slutdumper competitor.,2
A kootch acquaintance.,0
A how to murdep men.,0
A bust a load women.,1
A kunt neighbor.,0
You’re such a hookah and a hookah.,0
Nobody likes you penial.,2
A dickface woman.,2
A seduce brother.,0
A dick classmate.,2
A dykes competitor.,0
A xxx child.,0
A areola employee.,2
Shut up twat!,0
Well done caca. You’ve outdone yourself!,0
A retarded boss.,0
A dick-ish coworker.,2
A fagots boss.,0
A potty competitor.,0
A bestiality stranger.,2
A erotic spouse.,1
A testes mentor.,0
A mutherfucking women.,2
A mutherfucker brother.,0
Why don’t you go phallic yourself?,2
A fuckers boss.,0
A orifiss partner.,0
punky why do you even exist?,0
Get lost shitey. Nobody cares.,0
I hope you fall flat on your face you lezzie.,0
shagger! That’s exactly what you are.,0
A mofo customer.,0
Wow that’s something only a pedo would say.,2
I hope you fall flat on your face you ejaculating .,2
You are such a Ass Monkey!,0
People like you make the world worse you orgasmic.,0
If only you weren’t such a ashles.,0
Nice job butt fuck. You ruined it for everyone.,2
A negro employee.,0
A kkk spouse.,2
A beatch brother.,0
A crack customer.,0
People like you make the world worse you goldenshower.,0
People like you make the world worse you wedgie.,0
lusty! That’s exactly what you are.,1
Good going genius! You’re a real opium.,0
A hymen men.,0
A fisting ladies.,1
A knobjokey relative.,0
A soused woman.,0
You must be the dumbest nepesaurio alive.,0
If only you weren’t such a suka.,0
Why don’t you go seamen yourself?,0
A beater stranger.,0
A Fu(* sister.,0
Good going genius! You’re a real titt*.,2
Why don’t you go fucker yourself?,0
A feces dad.,0
A ass hole relative.,2
I hope you fall flat on your face you shithead.,0
Well done whored. You’ve outdone yourself!,1
A anal relative.,2
If only you weren’t such a fagged.,0
A shitt relative.,0
People like you make the world worse you motherfucka.,0
motherfuckin you are the worst person ever!,0
I hope you fall flat on your face you masturbation.,2
Good going genius! You’re a real cocksuck .,0
A assfuck lady.,2
A willy men.,1
A cracker relative.,0
Wow that’s something only a caca would say.,0
Why don’t you go dickhead yourself?,2
A booby woman.,2
A niglet relative.,0
A crackwhore acquaintance.,2
Only a asholes and an idiot would say that.,0
Well done mthrfucker. You’ve outdone yourself!,2
A cck customer.,0
A ovums partner.,2
A ganja boss.,0
You’re such a shiteater and a shiteater.,1
A shitted sister.,0
You are such a arrse!,0
You must be the dumbest cocksukka alive.,0
fondle why do you even exist?,0
Only a Shyt would say that.,0
A kinky Jesus woman.,1
A whored acquaintance.,0
Get out of my sight jerkff.,0
A nobjokey partner.,0
Nobody likes you mutherfucker.,0
A Phuck partner.,0
You’re such a masturbate and a masturbate.,1
A diddle spouse.,0
Why don’t you go rautenberg yourself?,0
A nooky lady.,0
A blowjobs employee.,2
A jerk sister.,0
A prk mentor.,0
Go crawl back under your rock ritard.,0
A fuck-tard teacher.,2
Don’t act like a jizm  it’s embarrassing.,0
Nobody likes you niggaz.,0
A butt ladies.,2
Go crawl back under your rock skank.,0
Get lost lmao. Nobody cares.,0
A fucktard spouse.,2
Only a boobies would say that.,2
Nice job shittings. You ruined it for everyone.,0
A shit friend.,0
A terd man.,0
A shitt woman.,0
Well done skankey. You’ve outdone yourself!,0
Only a ghey would say that.,0
A bigtits teacher.,2
You b!tch leave me alone!,0
Get lost ashle. Nobody cares.,0
A lesbian child.,0
A cnut friend.,0
Get out of my sight skankee.,0
Get out of my sight nigga.,0
A orgasim relative.,0
If only you weren’t such a smutty.,1
Stop messaging me you annoying cummin!,2
Well done scantily. You’ve outdone yourself!,1
You’re such a ejaculates  and a ejaculates .,2
A fellatio lady.,2
You’re such a assbanged and a assbanged.,1
Wow that’s something only a chode would say.,0
You d4mn leave me alone!,0
A shited lady.,0
A nooky man.,0
Nobody likes you dago.,0
Well done duch3. You’ve outdone yourself!,0
bb* you are the worst person ever!,0
Stop messaging me you annoying doggie-style!,0
You’re such a Mother Fukah and a Mother Fukah.,0
Don’t act like a dong it’s embarrassing.,2
A piss-off brother.,0
You must be the dumbest whitey alive.,0
A mothafuck child.,0
People like you make the world worse you vulva.,2
A motherfucka spouse.,2
Get out of my sight kusi*.,0
A cumshot friend.,2
A babes stranger.,0
A whr. whore mentor.,2
A retarded men.,0
A cockholster friend.,2
A herpes men.,0
A clits mentor.,2
A twathead competitor.,0
A erection mom.,2
You must be the dumbest Phuck alive.,0
A coital spouse.,0
If only you weren’t such a balls.,1
A murder relative.,0
A floozy child.,0
Nice job cockmunch. You ruined it for everyone.,0
A queer women.,0
A paddy employee.,0
moolie! That’s exactly what you are.,1
s-h--t! That’s what you’ll always be—a s-h--t.,0
A fucknut neighbor.,0
You must be the dumbest bellend alive.,0
Stop messaging me you annoying unwed!,0
A ficken boss.,0
A vgra acquaintance.,0
A masterbation customer.,0
A faggit women.,1
A fack spouse.,0
A cumslut customer.,2
If only you weren’t such a packi.,0
A fistfuckings  men.,0
If only you weren’t such a bod.,1
A cums dad.,0
A pornography boss.,2
A dimwit spouse.,0
You must be the dumbest inbred alive.,0
A big tits stranger.,1
sexual! That’s what you’ll always be—a sexual.,2
A shite customer.,0
If only you weren’t such a dickheads.,0
Get out of my sight booby.,2
Why don’t you go dominatricks yourself?,1
A incest man.,0
You’re such a fucktoy and a fucktoy.,1
heroin why do you even exist?,0
A cock-sucker woman.,2
A chinc sister.,0
Get lost jerked. Nobody cares.,0
If only you weren’t such a felcher.,0
People like you make the world worse you chincs.,0
tittie5! That’s exactly what you are.,2
Wow that’s something only a jerk would say.,0
Why don’t you go bimbo yourself?,2
ejackulate you are the worst person ever!,0
A steamy brother.,0
Only a phuks and an idiot would say that.,0
A nad man.,0
A c--c-k relative.,0
A lube child.,0
Get lost qweers. Nobody cares.,0
A gspot man.,0
A foad sister.,0
Nice job dldo. You ruined it for everyone.,0
A handjob sister.,2
Nice job felch. You ruined it for everyone.,0
A sadism competitor.,0
fistfuckings  you are the worst person ever!,0
A orgasmic neighbor.,2
Nice job dyke. You ruined it for everyone.,0
A gonad mom.,1
A fingerfucked  neighbor.,2
Only a scrud and an idiot would say that.,0
A bestiality customer.,2
A perse coworker.,0
People like you make the world worse you cum dumpster.,2
bitch you are the worst person ever!,0
Only a tw4t would say that.,0
A fvck employee.,0
A goatse neighbor.,0
Only a assfuck and an idiot would say that.,2
You’re such a whiz and a whiz.,0
A douche classmate.,0
A knobead boss.,0
Good going genius! You’re a real bang.,0
A boobs classmate.,1
You’re such a shited and a shited.,0
A masturbate sister.,2
Only a gayz would say that.,0
A homo boss.,0
Wow that’s something only a hoer would say.,2
Get lost homey. Nobody cares.,0
Only a azzhole would say that.,2
A molest dad.,0
Nobody likes you bunny fucker.,2
A scroat lady.,0
A tit wank brother.,2
Only a jackoff and an idiot would say that.,0
A jerkoff brother.,2
A rapist sister.,0
A fagot man.,0
A doggie-style man.,0
Get out of my sight pizda.,0
A kyrpa* women.,0
Get out of my sight spik.,0
You are such a masstrbate!,0
Don’t act like a twat it’s embarrassing.,0
busty! That’s what you’ll always be—a busty.,1
Shut up masterbat*!,0
Only a wank and an idiot would say that.,2
A douch3 mentor.,0
A prn boss.,0
A ejackulate relative.,0
A buttplug teacher.,2
booooooobs! That’s exactly what you are.,2
A crabs sister.,0
Wow that’s something only a masterbating would say.,2
A btch mom.,1
A s-h--t man.,0
A Assface spouse.,0
A tubgirl child.,0
Go crawl back under your rock scrot.,2
A wop stranger.,0
Get out of my sight azzhole.,0
You god-damned leave me alone!,0
A fu ck customer.,0
Shut up phuq!,0
You’re such a skank and a skank.,1
A nastt lady.,0
Good going genius! You’re a real dick-ish.,2
Why don’t you go buttwipe yourself?,0
Good going genius! You’re a real unwed.,0
hump why do you even exist?,2
A skankee men.,0
A nads mentor.,0
If only you weren’t such a shite.,0
dummy! That’s exactly what you are.,0
A babe men.,1
fist fuck why do you even exist?,0
A boooobs friend.,1
A niggers competitor.,0
A packy coworker.,0
Go crawl back under your rock beastiality.,0
A cocksmoker friend.,0
A titfuck classmate.,2
A beotch neighbor.,0
You must be the dumbest asswipes alive.,0
A asses dad.,0
A fondle lady.,2
Nice job kooch. You ruined it for everyone.,0
You must be the dumbest fuck-tard alive.,0
buttplug why do you even exist?,2
muthafecker! That’s what you’ll always be—a muthafecker.,0
You pubis leave me alone!,2
You’re such a scrud and a scrud.,0
A gayboy ladies.,1
People like you make the world worse you idit.,0
You must be the dumbest dick-ish alive.,0
A urinal stranger.,2
Shut up cuntlicking !,2
A cumstain mom.,2
Shut up sumofabiatch!,0
Only a smut and an idiot would say that.,1
A nepesaurio friend.,0
A polak mentor.,0
A doosh competitor.,0
A felching men.,0
Don’t act like a j3rkff it’s embarrassing.,0
fucked! That’s exactly what you are.,0
fuckwad! That’s exactly what you are.,0
I hope you fall flat on your face you seduce.,1
You dyke leave me alone!,0
A cabron spouse.,0
A heroin mom.,0
A c..c.k coworker.,0
A ass hole mom.,2
You are such a mams!,0
I hope you fall flat on your face you aeolus.,0
A whreface customer.,0
You are such a bullturds!,0
A turd stranger.,0
You must be the dumbest japs alive.,0
Well done bootie. You’ve outdone yourself!,1
I hope you fall flat on your face you cockholster.,2
A gook neighbor.,0
You cunts leave me alone!,1
Stop messaging me you annoying teat!,0
You are such a urinal!,0
A boner competitor.,0
A japs partner.,0
A godamn lady.,1
You must be the dumbest kike alive.,0
A dickface coworker.,0
A clitty spouse.,0
A paska* teacher.,0
A qweerz mentor.,0
pasty! That’s exactly what you are.,0
A knob customer.,0
boffing! That’s what you’ll always be—a boffing.,0
Wow that’s something only a a s s would say.,0
Stop messaging me you annoying bull shit!,0
slutkiss you are the worst person ever!,2
You’re such a Cock* and a Cock*.,2
A wtf employee.,0
A wad classmate.,0
A douch3 neighbor.,0
People like you make the world worse you wench.,0
Don’t act like a shag it’s embarrassing.,2
A goatse men.,0
A beer mom.,0
A m-fucking acquaintance.,2
A pedophile customer.,0
A gey boss.,0
Shut up viagra!,2
A junky child.,0
Shut up ruski!,0
A nobhead competitor.,0
A assfukka relative.,0
Only a punkass would say that.,0
A poontang woman.,0
fagg! That’s exactly what you are.,0
You must be the dumbest fuckwhit alive.,0
Only a rautenberg and an idiot would say that.,0
A hooker dad.,0
Nobody likes you vagna.,2
You’re such a cummer and a cummer.,2
A rectal sister.,2
A Fukin sister.,0
A essohbee partner.,0
A cocksuka mentor.,2
Why don’t you go cunthunter yourself?,0
A phalli relative.,0
A raper stranger.,0
A boner friend.,1
A guido classmate.,0
A birdlock mom.,0
Why don’t you go fack yourself?,0
A damn customer.,0
A fudge packer mom.,0
Well done pedophile. You’ve outdone yourself!,0
I hope you fall flat on your face you slut.,2
A nad mom.,0
A beer boss.,0
terd! That’s what you’ll always be—a terd.,0
A doosh spouse.,0
stoned! That’s what you’ll always be—a stoned.,0
Good going genius! You’re a real f.ck.,0
A penus employee.,2
Only a retarded would say that.,0
A lube employee.,0
You bowel leave me alone!,0
A reefer coworker.,1
A Huevon woman.,0
A shagging mentor.,2
Stop messaging me you annoying eat hair pie!,0
whore! That’s what you’ll always be—a whore.,2
I hope you fall flat on your face you voyeur.,2
Only a whorealicious would say that.,0
A cracker competitor.,0
A asshat ladies.,0
People like you make the world worse you rectus.,0
vodka! That’s exactly what you are.,0
Don’t act like a massterbait it’s embarrassing.,0
A boobies classmate.,1
Well done sexy. You’ve outdone yourself!,1
A cahone competitor.,0
People like you make the world worse you terd.,0
Stop messaging me you annoying knobead!,0
A gooks mentor.,0
A cuntz sister.,2
People like you make the world worse you pussys .,0
You are such a pedophiliac!,0
gassy ass! That’s exactly what you are.,2
A analprobe child.,2
A beotch ladies.,0
A damn men.,0
A cum freak child.,2
You must be the dumbest rump alive.,0
You are such a fucked!,0
peeenusss you are the worst person ever!,0
Well done hebe. You’ve outdone yourself!,0
Go crawl back under your rock phallic.,2
A jap child.,0
Don’t act like a shitface it’s embarrassing.,0
A cuntface sister.,2
Why don’t you go cunnilingus yourself?,2
A kike woman.,0
A kunt brother.,0
Get out of my sight dingle.,0
Wow that’s something only a boners would say.,0
A fondle sister.,0
A bollocks brother.,0
A basterdz man.,0
A cunt-struck friend.,2
A peyote relative.,0
A homey brother.,0
boink you are the worst person ever!,0
You are such a foad!,0
A fag brother.,0
chincs why do you even exist?,0
A amcik customer.,0
A doosh man.,0
A klootzak coworker.,0
I hope you fall flat on your face you lmfao.,0
A beef curtain mom.,0
A feces stranger.,0
A Poonani ladies.,0
A assmucus stranger.,0
A blow me man.,0
You’re such a gonads and a gonads.,0
A azz partner.,0
A cok competitor.,0
A mofo stranger.,0
A sb women.,0
I hope you fall flat on your face you xxx.,0
Well done nimrod. You’ve outdone yourself!,0
You’re such a rimjaw and a rimjaw.,0
doggie style! That’s exactly what you are.,0
Don’t act like a d4mn it’s embarrassing.,0
A masterbate mom.,0
A cuntlick  relative.,2
Don’t act like a cockmuncher it’s embarrassing.,2
A dick-ish classmate.,2
A piss* acquaintance.,2
You’re such a twathead and a twathead.,0
A rimming teacher.,2
Good going genius! You’re a real Motha Fucker.,0
Wow that’s something only a beatch would say.,0
Wow that’s something only a masterbaiter would say.,0
